HEIGHT,DIAMETER,ELEVATION,CANOPYHEIGHT
5.3,7.4,1177,9.3
7.6,11.5,1177,7.9
3.2,7,1177,9.5
7.2,8.9,1177,8.7
8.9,13.9,1177,9.5
7.1,10.3,1177,8.7
7,12.7,1177,8.7
7.5,14.7,1177,8.7
6.8,7.7,1177,9.5
9.1,14,1177,9.5
5.3,6.2,1177,9.2
4.9,5.7,1177,7.7
4.2,9.4,1177,7.7
6.9,11.4,1177,7.7
4.4,7.5,1177,7.9
4,5.7,1177,8.6
2.6,8.4,1177,7.7
5.1,9.5,1177,7.7
4.2,6.9,1177,7.8
7.7,12.5,1177,7.7
5.9,9.2,1177,7.8
6.9,10.8,1177,7.7
6.7,10.1,1177,8.6
3.3,5.6,1177,7.1
3.8,5.8,1177,6.9
3.8,5.6,1177,10.3
5.1,8,1180,10.7
5.2,6.8,1180,9.1
5.8,8.7,1180,9.1
5.3,6,1180,7.3
6,6.9,1180,7.3
5.8,7.4,1180,7.3
6.2,9.2,1180,9.1
6.5,6.7,1180,9.1
4.7,10.2,1180,10.7
5.2,7.5,1180,9.1
4.1,7.4,1180,9.1
5.3,7.2,1180,10.7
6.8,9.6,1180,7.3
10.7,19.1,1180,10.7
6,7.4,1180,9.1
6.3,10.8,1180,7.3
7.8,12.2,1180,9.1
5.5,8.7,1180,9.1
4.2,7.5,1180,8.1
3.8,5.1,1180,8.1
4.5,5.4,1180,8.1
4.2,5.4,1180,9.1
5.6,6.8,1180,10.7
4,3.1,1180,10.7
3.9,5.7,1180,11
4.2,6,1180,8.1
3.7,3.6,1180,10.7
1.9,1.6,1180,10.7
2.9,2,1180,8.1
3.5,3.7,1180,10.4
2.2,2.9,1180,10.4
1.7,1.3,1180,10.4
1.5,1.6,1180,10.4
1.6,1,1180,10.4
2.1,1.9,1180,10.4
2.1,2,1180,10.4
7.7,11.4,1180,10.7
4.9,8.9,1180,8.1
7,9.3,1180,10.4
6.7,7.1,1180,10.4
6.7,10.1,1180,10.7
6,6.7,1180,11.2
8.1,13.2,1180,8.1
2.8,6,1180,8.1
3.8,7.1,1180,8.1
7,13,1180,10.4
4.8,6.4,1180,8.1
6.3,7.6,1180,10.7
7.2,7.9,1180,10.7
10.7,25.8,1180,11.2
7.1,14.8,1180,10.7
10.1,15.3,1180,11.4
4.4,8.6,1180,11
3.2,2.5,1180,10.4
1.6,2.6,1180,10.7
4.8,4.9,1180,11.2
4.1,4.2,1180,10.7
2.4,2.8,1180,11
2,2.8,1180,8.1
1.5,1.1,1180,11
2.9,3.2,1180,8.1
3.9,4.1,1180,11.2
4.5,4.6,1180,11
4.6,5.2,1180,11
2.2,1.5,1180,8.1
5.1,6.4,1180,11
2.9,3.8,1180,8.1
4.8,4.8,1180,8.1
4,3.4,1180,8.1
5.2,4.6,1180,8.1
3.7,3.9,1180,10.7
2.8,2.5,1180,10.7
4.4,4.6,1180,10.7
6.3,6.8,1180,10.4
8.1,12.4,1180,8.1
2.9,3,1180,10.7
5.4,5.3,1180,11.2
3.3,2.7,1180,10.4
4.7,4.4,1180,10.7
6.5,8.5,1180,11.1
5.9,8.9,1180,11.1
7.9,10.7,1180,11.1
10.4,15.1,1180,10.4
8.1,12.9,1180,13.4
5.3,6.6,1180,13.4
5.7,8.2,1180,10.4
7.9,13,1180,11.1
5.6,6.9,1180,11.1
6.4,10,1180,10.7
6.3,10.2,1180,11.1
5.8,10.4,1180,11.1
9.3,15.5,1180,10.4
7.1,13.8,1180,11.1
6.9,9.4,1180,11.1
6.2,7.5,1180,11.1
6.1,10.4,1180,13.4
6.4,8.9,1180,11.1
7.9,11.6,1180,10.7
7.2,15,1180,11.1
5,5.6,1180,10.1
5.9,6.5,1180,11.1
4.9,5.1,1180,11.1
4.9,5.5,1180,11.1
4.5,5.4,1180,11.1
5.3,6.6,1180,12.5
6.6,10.2,1180,10
7.4,14.5,1180,12.5
6.3,9.3,1180,12.5
5.6,7.2,1180,12.5
10,16.8,1180,10
7.3,11.2,1180,12.5
8.3,16.8,1180,11.2
8.8,20.1,1180,12.5
5.9,6.4,1180,12.5
5.3,6.4,1180,12.5
10.3,16.9,1180,12.5
6,6.4,1180,10
5.5,8,1180,8.3
6.1,8.3,1180,12.5
6.3,8.6,1180,12.5
6.8,13.4,1180,10
6.7,10.1,1180,10.3
5.4,6.1,1180,12.5
6.5,8.1,1180,12.5
5.6,7.2,1180,12.5
4.7,5.3,1180,12.5
5.3,7,1180,12.5
5,6.1,1180,13.4
4.2,6,1180,10.3
5.1,5.7,1180,10.3
3.9,5.8,1180,8.3
5.7,5.9,1180,11.2
5,5.7,1180,11.2
5,7.1,1180,10
3.7,5.5,1180,10
4.7,6.5,1180,12.5
4.4,5.6,1180,10
6.3,7.1,1180,10
4.2,5.7,1180,12.5
5.1,5.6,1180,12.5
5.2,6.5,1180,12.5
4.9,5.4,1180,12.5
5,5.3,1180,12.5
2.8,4.7,840,14.2
13.8,30.4,840,14.2
14.2,18.9,840,14.2
9,12.9,840,10.8
4.4,5.8,840,15.3
6,7.6,840,15.3
4.8,6.2,840,15.3
15.3,15.7,840,15.3
9.8,15.3,840,12.7
7.6,9.8,840,12.7
7.7,9.7,840,15.3
12.5,15.5,840,12.5
6,8.4,840,13.2
2.8,3.7,840,14.5
2.7,3.3,840,12.7
3,4.4,840,12.7
1.3,0.6,840,12.7
2.6,2.3,840,14.7
1.4,0.3,840,14.7
3.4,3.6,840,14.7
1.8,1.4,840,12.7
1.4,0.9,840,13.8
3.6,3.6,840,13.8
4.3,3.9,840,15.3
2,1.8,840,12.7
15.2,27.2,840,16.1
4.6,9.3,840,15.2
4.2,5.6,840,16.1
9.5,12.2,840,14
6.8,6,840,17.5
9.8,12.8,840,16.1
9,10.9,840,17.5
5.4,6.8,840,17.6
14.5,18.7,840,15.2
6.7,8.6,840,16.1
7.1,5.4,840,17.5
5.6,8.8,840,16.1
13.5,15,840,16.1
13.7,16.6,840,16.1
10.6,10.7,840,17.6
12.9,13.4,840,13.7
5.1,6.1,840,14.5
3.8,6.5,820,16.31168444
16.31168444,23.6,820,16.31168444
19.9100783,30.8,820,19.9100783
17.31813412,27.8,820,17.31813412
16.60538022,28.6,820,16.60538022
5.3,8.3,820,13.1
1.5,0.6,820,17.71529983
10.7,11.9,820,19.02239125
1.4,0.9,820,16.2
2.1,1.5,820,16.2
2.1,1.8,820,16.2
2.5,2,820,17.70867505
2.4,2.1,820,18.82586711
1.5,0.6,820,16.2
2.4,1.9,820,19.02239125
2,1.4,820,19.02239125
1.6,0.6,820,19.02239125
1.7,0.7,820,19.02239125
7.2,9.9,820,14.7
14.7,17.3,820,14.7
16.2,27,820,16.31168444
17.20919086,34,820,17.20919086
1.4,0.4,820,16.2
8.1,8.8,840,13.2
8.1,8.5,840,13.2
12.5,15.9,840,13.2
11.1,17.8,840,13.6
5.9,6.5,840,13.11193153
9.2,11.5,840,13.6
2.2,4.5,840,13.2
2.9,3.2,840,13.2
2.5,2.8,840,13.2
5,5.9,840,13.2
12.1,15.3,840,13.2
10,13.5,840,13.2
1.9,1.1,840,13.2
2.6,2.6,840,13.2
2.6,3,840,13.2
1.6,0.5,840,13.2
1.7,0.6,840,13.2
1.7,0.6,840,13.2
1.5,0.4,840,13.2
5.5,7.9,840,13.6
14.6,21.5,840,14.6
13.4,14.6,840,13.4
6.8,9.1,840,12.5
2,6.8,840,13.4
9.3,9.6,840,13.4
5.5,6.6,840,14.6
11.6,17.9,840,12.5
8.4,10.8,840,12.5
3.6,3.8,840,12.5
4.5,5,840,12.5
11.1,12.4,840,16.7
13,13.3,840,15.6
13.7,20.8,840,15.3
3.6,4.4,840,15.3
2.5,3,840,16.7
8.7,16.3,840,13.2
12.4,13.1,840,12.4
14.1,18.6,840,16
1.8,3.8,840,15.7
3.8,3.6,840,16
6,5,840,13.2
13.4,21.5,840,15.7
5.8,5,840,14.1
6.3,7.9,963,13.2
8.7,7.7,963,11.1
13.2,18.6,963,13.2
11.1,14.4,963,11.1
8.7,22.3,963,11.9
12.6,16.1,963,13.2
12.5,17.1,963,14.1
14.1,24.3,963,14.1
12.7,15.2,963,13.2
1.8,2.3,963,14.8
14,28.5,963,14
13.4,18.5,963,14.8
13.9,17.4,963,14.6
13.9,21.8,963,14.1
10.2,12,963,14.6
10.5,19.9,963,14.6
12.8,15.2,963,14.1
14.6,23.6,963,16.7
12.5,17.8,963,14.6
13.6,19.9,963,14.6
5.1,7,963,12.1
14.6,23.9,963,14.6
12,18.6,963,14.6
12.9,15.2,963,14.6
16.7,33.4,963,16.7
1.6,0.5,963,14.6
12.9,21,963,15.9
15.9,37.9,963,15.9
4.1,6.4,964,15.3
2.1,1.7,964,15.7
2.4,2.4,964,15.7
3,3.5,964,15.7
2.6,3.5,964,15.3
3.5,4.4,964,4
5.9,9.2,964,16.4
1.9,2.4,964,15.3
13.1,19.3,964,15.3
15.3,28.2,964,15.3
15.8,29.2,964,15.8
15.7,27.9,964,15.7
12.3,24.5,964,15.8
5,6.9,964,15.7
12.5,20.2,964,15.8
12.2,17.4,964,15.8
11.3,21.2,964,12
1.5,2,964,15.8
2.6,2.5,964,15.7
2.1,2.5,964,15.1
2,1.5,964,15.1
3.1,3.9,964,15.1
2,1.7,964,15.8
5.3,6.1,964,15.8
1.6,1,964,15.8
3,4,964,15.8
1.5,1.3,964,15.8
3.2,3.5,964,15.8
2.3,3.3,964,15.7
2.7,3.3,964,15.7
2.3,2.8,964,15.7
2.9,4.2,964,12.3
1.5,0.6,964,15.7
1.7,1.9,964,15.8
3,3.8,964,15.8
16.4,29.4,964,16.4
7.8,7.4,964,15.7
14.2,17.8,964,16.4
15.1,27.1,964,15.7
9.6,9.8,964,14.1
13.4,18.4,964,14.2
14.1,20.2,964,14.1
12.6,19.2,964,15.7
14.9,28.3,964,16.4
4.7,4.6,964,15.1
3.2,3.6,964,16.4
3.3,4.6,964,14.2
3,3.8,964,13.1
2.3,2.7,964,11.3
4,4.5,964,14.2
1.6,1.1,964,11.3
2.4,2.9,964,11.3
10.2,10.7,964,11.3
13.1,18.2,964,13.4
2.7,3.5,964,11.3
2.8,2.9,964,16.4
1.6,1.5,964,14.2
9.9,11.4,964,16.4
3.3,3.9,964,11.3
11.3,18.9,964,11.3
3.1,3.6,964,11.3
16.1,23.1,971,16.1
14.7,20.6,971,16.1
17.10430479,32.2,971,17.10430479
11.8,12.1,971,14.7
10.5,12.5,971,16.1
11.8,20.9,971,17.10430479
3,3.8,971,14.7
3.1,2.5,971,17.10430479
1.7,0.9,971,17.10430479
3.3,3.1,971,17.10430479
1.5,0.3,971,17.10430479
13.4,18.9,971,14.6
14.7,18.4,971,14.7
13.3,16.7,971,14.7
13.5,27.2,971,14.7
6.1,6.6,971,14.6
17.2,29.7,971,17.2
14.6,28.2,971,14.6
12.6,27,971,17.2
2.7,3.8,971,17.2
2.1,2.9,971,17.2
3.2,5,971,14.7
4.5,6.8,971,17.2
1.8,1.1,971,17.2
14.6,16.7,971,14.6
14.1,19.9,971,14.4
14.4,19.1,971,16.9
7,7.7,971,14.6
16.9,33.3,971,16.9
8.9,22,971,16.9
6.3,8.5,971,12.1
3.2,3.4,971,16.9
4.4,5,971,17.4
12.1,20.3,971,12.1
11.3,22.4,971,12.1
5.2,5.8,971,13.3
13.3,18.8,971,13.3
5.7,6.3,971,16.9
9.5,11.4,978,15.3
6.1,8,978,15.3
8.7,9.2,978,15.3
6.1,7,978,15.3
7.9,11.5,978,15.3
6.9,7.8,978,10.6
7.4,8.1,978,8.7
7.1,7.8,978,13.1
6.6,13.5,978,13.1
7.1,7.5,978,15.9
8.2,16,978,15.9
8.8,8.3,978,12.6
10.6,5.2,978,15.9
10.5,17.1,978,15.9
8,8.4,978,15.9
6.4,5.4,978,12.6
5.2,6.8,978,10.6
3.8,5.4,978,10.6
6.2,7,978,8.7
6.5,6.4,978,15.3
6.1,5.8,978,15.3
5.7,5.1,978,15.3
7.7,11.5,978,7.9
6.5,8.5,978,11.5
13.1,24.4,978,13.7
7.8,9.9,978,7.9
5.5,8.7,978,7.8
9.1,15,978,13.7
6.7,13.1,978,15.6
6.6,8.4,978,7.9
4.1,5.2,978,6.7
4,6,978,6.7
3.7,5.7,978,10.4
4.1,5.1,978,13.1
4.3,5.4,978,10.4
5,5.4,978,6.7
5.7,7.1,978,6.7
5.8,7.5,978,7.8
4.5,5.5,978,7.9
5.3,5.1,978,7.9
5.3,5.7,978,11.5
5,5.2,978,11.5
5.6,7.6,978,11.5
5.3,6.5,978,11.5
6.1,6.8,978,7.8
6.5,7,978,7.8
5.7,9.6,978,11.5
4.1,4.1,978,13.7
2.5,2.4,978,14.9
1.4,1.9,978,14.9
1.8,1.1,978,14.9
1.5,0.8,978,14.9
1.8,1,978,14.9
1.7,0.7,978,14.9
3.1,5.2,978,17
2.6,2.9,978,13.7
4.1,4.4,978,13.7
1.4,0.6,978,17
1.8,1.2,978,17
1.5,0.8,978,17
3.7,4.5,978,14.9
10.7,17.7,978,14.9
13.7,18,978,13.7
10.5,20.1,978,17
8.1,10.7,978,14.9
2.8,5.6,978,14.9
6.8,10.7,978,17
1.7,0.8,978,13.7
2.4,1.9,978,13.7
2.1,1.4,978,13.7
1.5,0.5,978,17
2,1.5,978,14.9
1.9,1,978,14.9
1.7,0.8,978,14.9
7.7,12.1,978,15
14.2,21,978,14.2
10.4,16.6,978,14.6
10.8,13.2,978,14.6
6.4,9.3,978,17
8.6,13.3,978,14.2
11,17.4,978,11
14.6,21,978,14.6
5,6.1,978,14.6
10,10.5,978,17
5.2,6.2,978,17
9.4,24.8,977,13.5
9.4,14.1,977,9.4
3,7.5,977,9.4
6,10.4,977,9.4
6,8.9,977,13.5
11.5,23,977,11.5
5.6,8.3,977,13.5
4,5.2,977,13.5
10.8,16.6,977,12.3
7.8,11,977,11.5
5.3,8.1,977,8.9
7,10.8,977,10.8
8.7,12.9,977,11.8
6.6,10.9,977,11.8
7.4,12,977,12.9
5.4,7.9,977,10.9
6,8.8,977,10.8
4.4,5.3,977,11.3
5.9,6.7,977,18.1
6.3,9.6,977,18.1
11,16.9,977,18.1
4.5,5.1,977,18.1
4.6,5.5,977,18.1
5.4,7.6,977,18.1
5.2,5.5,977,18.1
4.7,5,977,18.1
6.8,11,977,12.9
6.7,5.8,977,18.1
5.3,6.2,977,18.1
6.6,8.1,977,11
5.8,6.5,977,18.1
5.2,5.7,977,18.1
12.2,18.7,977,12.2
13.8,22.3,977,18.4
9.3,13.8,977,12.2
7,8.9,977,18.4
12.5,15.2,977,18.4
3.4,5.7,977,12.7
1.3,0.2,977,18.4
1.4,0.5,977,18.4
1.7,0.7,977,18.4
1.5,0.4,977,18.4
1.8,0.6,977,18.4
1.8,1.6,977,18.4
2,0.7,977,18.4
1.6,0.4,977,18.4
1.5,0.4,977,18.4
1.4,0.4,977,18.4
1.4,0.3,977,18.4
1.6,0.5,977,18.4
1.4,0.3,977,18.4
1.8,0.7,977,18.4
1.4,0.4,977,18.4
1.4,0.3,977,12.2
1.6,0.5,977,12.2
1.5,0.4,977,12.2
1.5,0.4,977,12.2
2.1,1.3,977,12.2
1.6,0.4,977,12.2
1.4,0.3,977,18.4
1.5,0.7,977,18.4
1.4,0.3,977,18.4
2,0.9,977,18.4
2,0.8,977,18.4
1.5,0.4,977,18.4
1.5,0.5,977,18.4
1.7,0.5,977,12.2
1.5,0.5,977,18.4
2,1,977,12.3
2.1,0.8,977,12.3
1.4,0.5,977,12.3
1.4,0.5,977,12.3
1.4,0.2,977,12.3
2.6,1.7,977,12.3
1.4,0.3,977,12.2
2.3,1.2,977,18.4
2,1,977,12.3
2.1,1.1,977,12.3
1.6,0.7,977,12.2
2,0.8,977,12.2
1.6,0.4,977,12.2
1.8,0.5,977,12.2
1.4,0.3,977,12.2
1.5,0.5,977,18.4
1.4,0.3,977,18.4
1.8,0.5,977,18.4
1.5,0.5,977,18.4
1.5,0.6,977,18.4
11.6,19,971,12.5
9.9,17.4,971,12.5
3.1,4,971,4.5
3.1,3,971,4.5
3.9,5.8,971,5.2
1.7,0.8,971,3.9
2.1,1.6,971,3.9
2.1,1.4,971,3.9
2,1.5,971,3.9
2.1,1.6,971,3.9
1.8,0.7,971,3.9
1.5,0.8,971,3.9
2,1.4,971,3.9
2.2,1.8,971,3.9
2,1.2,971,3.9
2.6,1.6,971,3.9
2.9,3.2,971,3.9
1.5,0.6,971,3.9
2.1,1.6,971,3.9
1.8,1.4,971,3.9
1.6,0.7,971,3.9
1.8,0.9,971,3.9
1.5,0.7,971,3.9
1.4,0.5,971,3.9
1.5,0.6,971,12.7
2,1.5,971,12.7
1.6,0.6,971,12.7
1.8,1.1,971,4.2
2.9,2.5,971,4.2
2.2,2,971,4.2
2.3,1.7,971,4.2
1.4,0.7,971,4.2
1.4,0.5,971,4.2
2,1.1,971,3.9
1.4,0.3,971,4.3
3,2.8,971,5.2
2.3,2,971,3.9
1.8,1.2,971,4.2
1.4,0.5,971,4.2
2.5,2.1,971,3.9
2.3,1.9,971,4.2
2,1.4,971,4.2
2.4,2,971,3.9
1.4,0.4,971,5.2
1.5,0.6,971,5.2
2.3,1.9,971,4.2
1.9,0.4,971,3.9
1.4,0.4,971,3.9
1.5,0.6,971,4.2
1.4,0.4,971,3.9
1.4,0.7,971,12.1
2,0.9,971,12.1
2.6,2.8,971,12.1
1.9,1.6,971,12.7
1.7,0.8,971,12.7
1.9,0.9,971,12.7
1.9,0.6,971,12.1
1.7,1.1,971,12.1
2.2,1.5,971,12.1
2,1.4,971,12.1
2.4,2,971,12.7
1.5,0.7,971,12.7
1.7,1,971,12.7
1.5,0.4,971,12.7
1.5,0.6,971,12.1
1.5,0.8,971,12.5
2.1,1.6,971,12.5
1.7,0.8,971,12.7
1.4,0.6,971,12.7
1.4,0.5,971,12.5
1.9,0.7,971,12.1
1.6,0.5,971,12.1
1.7,0.8,971,12.1
2,1,971,10.7
1.4,0.7,971,10.7
1.7,0.6,971,10.7
1.5,0.8,971,10.7
2,1.7,971,10.7
2.4,1.7,971,10.7
1.4,0.3,971,10.7
1.5,0.5,971,4.3
2,1.2,971,4.5
2.8,2,971,4.5
2.3,1.4,971,5.2
2.7,1.5,971,4.5
2.3,1.3,971,4.3
1.6,0.8,971,4.3
1.8,0.9,971,4.5
2.7,2.2,971,4.5
3.3,3.2,971,4.5
1.4,0.4,971,4.3
2,1.2,971,4.3
3,3.3,971,4.3
1.4,0.4,971,10.7
1.4,0.4,971,10.7
1.9,1.3,971,4.3
1.6,0.9,971,4.3
2.5,2.3,971,4.3
2,1.3,971,4.3
2.8,2.3,971,4.3
1.7,1,971,4.3
1.4,0.6,971,4.3
1.7,0.5,971,5.2
3.5,3.7,971,4.5
1.6,0.4,971,4.5
1.4,0.3,971,4.3
2.4,2,971,4.5
2.2,1.4,971,4.5
3,2.4,971,4.5
1.5,0.4,971,4.5
2,1.4,971,4.3
3.2,3.6,971,4.3
1.9,0.9,971,4.3
1.8,0.7,971,4.3
1.5,0.5,971,4.3
2.2,1.6,971,4.5
3,3.1,971,4.5
3.9,3.1,971,4.3
1.8,1,971,4.5
3,3.2,971,4.5
2.2,1.8,971,4.5
1.5,0.4,971,4.3
10.5,13.5,971,14.6
7,11.7,971,12.8
3.6,5.7,971,7
4.2,5,971,5.2
4.9,5.9,971,12.8
4.9,5.2,971,14.6
5,5.4,971,14.6
5.5,6.2,971,14.6
13.7,16.9,971,14.5
11.1,17.9,971,13.4
12.5,14.5,971,14.5
14.5,24.1,971,14.5
13,29.5,971,14.5
13.2,20,971,14.5
14.5,23.2,971,14.5
12.4,16,971,14.5
13.4,17.5,971,13.4
12.5,13.9,971,13.4
12.5,13,971,13.4
10.7,10.8,971,13.5
12.9,16.2,971,14.5
12.9,15.3,971,13.5
12.1,13.9,971,13.5
12.5,13.7,971,13.5
10.7,11,971,12.9
3,2.9,1115,9.7
2.2,2.2,1115,9.7
3.3,4.4,1115,9.7
2.8,4.3,1115,9.6
1.6,1.1,1115,9.7
2.4,2.7,1115,9.6
2,1.7,1115,9.6
1.8,1.6,1115,9.6
1.6,0.8,1115,9.5
1.7,1.2,1115,10.1
3.5,4.3,1115,9.6
2.5,2.8,1115,9.6
1.7,1.2,1115,9.6
3.6,4.3,1115,9.7
3.3,3.6,1115,9.6
1.8,1.2,1115,9.7
6.9,8.9,1115,10.1
9.5,14.6,1115,9.9
9.6,14.7,1115,10.1
7.7,10.9,1115,9.9
9.2,12.4,1115,9.5
9.6,12.8,1115,9.6
7.9,11.5,1115,9.7
7.5,9.5,1115,9.6
9.6,14.1,1115,9.7
6.6,12.5,1115,9.7
7.9,10.9,1115,9.6
6.3,5.7,1115,9.6
9.2,22.3,1115,9.7
9.7,17,1115,9.7
8.9,16.5,1115,10.1
8.8,11.2,1115,9.7
8,14.5,1115,9.5
2.3,1.7,1115,10.1
1.6,1.3,1115,9.9
1.8,4.4,1115,9.5
2.8,4.3,1115,9.9
1.6,0.8,1115,9.5
1.6,0.7,1115,9.7
6.9,8,1115,8.3
6.2,6.4,1115,8.1
6.2,6.5,1115,8.3
8.1,12.7,1115,8.1
7.7,11,1115,8.1
6.1,6.8,1115,8.1
8.3,8.9,1115,9.2
4.9,8,1115,8.8
8.1,10.1,1115,8.1
8.8,15,1115,8.8
8,12.1,1115,8.1
7.3,17.6,1115,8.1
7.1,10.1,1115,8.8
6.8,7.7,1115,8.8
4.9,6.4,1115,10.1
6.5,7.7,1115,8.1
7.6,7.8,1115,10.4
7.4,8.9,1115,10.4
6.8,8.9,1115,10.4
5.4,5.8,1115,10.1
4.7,7,1115,8.1
10.1,15.8,1115,10.1
4.8,6.7,1115,10.1
9.6,15.7,1115,10.4
10.4,16.2,1115,10.4
8,10.3,1115,10.1
6.9,9.4,1115,10.4
5.8,6.1,1115,10.1
7.9,15.1,1115,10.4
9.5,17.5,1115,10.1
5.7,7.2,1115,10.4
7.4,7.9,1115,10.4
5.2,10.5,1115,10.4
8.2,13.5,1115,10.4
6.6,10.8,1115,8.9
7.5,11.2,1115,8.9
8.2,12.2,1115,10.5
7.4,6.2,1115,10.5
7.6,12.3,1115,10.5
3,5.9,1115,10.5
10.5,20.9,1115,10.5
9.7,16.7,1115,10.5
7.7,9.1,1115,10.5
11.1,25.8,1115,11.1
9.1,15.6,1115,9.1
8.7,12.4,1115,9.1
9,13,1115,11.1
9,11.3,1115,9.5
8.9,8.6,1115,9.5
7,7.8,1115,11.1
8.9,20.2,1115,10.5
2.8,5.4,1115,11.1
6.5,7.4,1115,9.9
9.9,23.6,1115,10.5
9,13.7,1115,9.9
3.9,9.1,1162,11.3
8.9,15.4,1162,9.8
6.6,9.5,1162,13.2
6.5,14.5,1162,13.3
4.7,7.4,1162,13.3
3.9,5.7,1162,13.2
3,6.3,1162,13.2
3.7,8.9,1162,13.2
6.5,10.1,1162,13.2
9.8,20,1162,13.2
13.4,20.3,1162,13.4
6.5,10.3,1162,13.2
5.3,7.7,1162,13.2
4.9,5.5,1162,13.4
3.8,5.9,1162,13.2
9.1,14.7,1162,10.2
5.3,10.7,1162,10.4
4.5,7.8,1162,10.2
11,21.4,1162,11
7.3,10.3,1162,11.9
5.4,7.4,1162,13.3
6.1,8.6,1162,11.9
5,6.6,1162,11.9
11.9,17.8,1162,13.3
3.5,6.7,1162,11.9
13.3,21.7,1162,13.3
3.7,6.5,1162,11.3
4.6,6.1,1162,11.3
4,5.7,1162,10.2
3.8,5.3,1162,11
2.8,5.5,1162,13.3
5.3,5.7,1162,13.3
12.4,19,1162,13.3
5.9,8.5,1162,13.3
10.4,12.8,1162,11.9
11.5,15.9,1162,12.4
6.4,8.9,1162,12.4
5.5,6.3,1162,12.4
5.2,8.1,1162,11.5
6.2,8.4,1162,11.5
7.3,10,1162,8.7
6.9,11.2,1162,9.7
6.6,8.3,1162,9.7
7.5,11.5,1162,8.7
7.7,9.9,1162,8.7
7.9,12.4,1162,13.2
7.8,10.3,1162,13.2
8.7,12,1162,13.2
5.7,5.6,1162,13.3
4,5.4,1162,12.4
2.7,4.8,1162,13.4
2.7,2.6,1162,13.4
1.8,1.1,1162,12.8
1.8,1.8,1162,10.2
2.1,2.8,1162,10.2
1.9,2.3,1162,13.6
5,6.1,1162,13.4
2.3,2.4,1162,13.4
2,1.8,1162,13.4
3.1,2.9,1162,13.4
3.3,3.2,1162,13.4
3.7,5.7,1162,13.4
1.4,0.3,1162,13.4
12.8,24,1162,12.8
10.2,16.4,1162,13.4
6.6,10.9,1162,13.4
6.8,10.9,1162,13.3
4.6,6.5,1162,13.4
4,6.8,1162,13.4
4.4,6,1162,13.4
4,6.1,1162,10.2
1.6,0.7,1162,13.4
1.5,0.4,1162,13.4
1.5,0.6,1162,12.8
1.5,1.5,1162,12.8
1.8,1.4,1162,12.4
1.5,1.1,1162,13.6
2.7,2.8,1162,13.6
2.8,3.4,1162,13.6
2.1,1.8,1162,13.6
1.4,0.4,1162,13.6
5.4,10.1,1162,12.4
3.2,4.6,1162,12.8
2.8,4.7,1162,12.8
1.4,1.2,1162,12.8
1.7,1.5,1162,12.8
1.5,1.2,1162,12.8
1.9,1.4,1162,12.8
2.2,2.8,1162,11.4
2.3,2.9,1162,12.8
2.3,2.6,1162,12.8
1.9,1.8,1162,12.8
2,1.4,1162,12.4
1.8,1.3,1162,12.4
2.2,1.8,1162,12.4
1.6,2.2,1162,13.6
1.8,1.4,1162,13.6
4.4,4.9,1162,12.4
3.7,3.8,1162,12.4
2.1,1.6,1162,12.4
2.7,4.7,1162,12.4
2.9,3,1162,12.8
2,2.2,1162,13.6
2.6,3.4,1162,12.8
1.6,1.7,1162,12.8
2.5,3.6,1162,12.4
3,3.5,1162,13.6
2,2,1162,13.6
3.1,4,1162,12.4
1.5,0.8,1162,12.8
3.3,4.6,1162,13.6
2.3,2.3,1162,13.6
1.9,1.4,1162,13.6
2,1.9,1162,12.4
1.7,1.4,1162,13.6
2.4,2.8,1162,12.8
2.3,3.4,1162,13.6
1.6,1.4,1162,12.8
12.8,23,1162,12.8
8.5,12.6,1162,13.6
12.4,17.5,1162,13.6
11.4,22.5,1162,12.8
1.5,0.5,1162,13.6
1.4,0.5,1162,13.6
2.1,1.7,1162,13.6
7.2,13.1,1162,11.7
4,6.7,1162,16.1
5,8.1,1162,16.1
16.1,22.4,1162,16.1
10.3,14.9,1162,16.1
7.2,12,1162,12.3
7.8,9.7,1162,12.3
6.4,9.4,1162,12.3
4.9,7.8,1162,12.3
4,14.3,1162,9.5
6,9,1162,12.3
8.5,7,1162,12.3
4.3,5.9,1162,12.3
6.7,10,1162,12.3
4.8,5.2,1162,16.1
5.8,6.4,1162,12.3
4.5,5.5,1162,12.3
5.1,7,1162,16.1
4.6,9.3,1162,11.4
7.5,10.9,1162,11.4
5.4,8.1,1162,11.4
8.2,17.8,1162,11.4
5.1,7.2,1162,9.5
8.3,13.5,1162,11.4
9.5,13.8,1162,11.4
7.9,9.8,1162,8.3
4.9,5,1162,9.5
6.2,7.9,1162,11.4
5.4,6.4,1162,14.4
5.7,6.4,1162,9.5
4,5.5,1162,11.4
4.7,5.6,1162,14.4
6.2,6.8,1162,11.4
5.1,5.5,1162,11.4
4.5,8,1162,11.4
4.2,5.3,1162,11.4
6.7,10.3,1162,14.4
3.8,5.3,1162,11.4
4,5.8,1162,11.4
4.6,5.9,1162,11.4
13.6,20.4,1162,13.6
11,12.8,1162,13.6
12.7,14.8,1162,13.6
8.2,13.7,1162,13.6
3.1,5.5,1162,9.5
4.8,5.9,1162,11.2
3.8,6,1162,13.6
4.6,7,1162,11.2
