app,type,icourse,course,acad_year,term,module,assignment,template,url,alt_url,start,end,part,toc,clone,n,level,session
B05Ia_abies_balsamea,ind. github,S-BIOG-015,B,2022-2023,Q1,B05,B05Ia_22M_x,https://github.com/BioDataScience-Course/B05Ia_abies_balsamea,https://classroom.github.com/a/eacAtxT5,https://github.com/BioDataScience-Course/B05Ia_abies_balsamea,2022-12-05T10:15:00Z,2022-12-05T13:00:00Z,NA,TRUE,TRUE,1,3,22M
